,0
2579,math
2580,math
2581,autre
2582,autre
2583,math
2584,math
2585,autre
2586,ing_info
2587,math
2588,math
2589,math
2590,ing_info
2591,autre
2592,autre
2593,math
2594,math
2595,math
2596,autre
2597,phylo
2598,math
2599,math
2600,math
2601,autre
2602,math
2603,autre
2604,math
2605,sci_hum
2606,autre
2607,autre
2608,math
2609,math
2610,math
2611,math
2612,math
2613,math
2614,math
2615,math
2616,math
2617,math
2618,math
2619,math
2620,ing_info
2621,autre
2622,autre
2623,autre
2624,autre
2625,autre
2626,math
2627,math
2628,math
2629,math
2630,math
2631,math
2632,math
2633,math
2634,math
2635,autre
2636,autre
2637,sci_nat
2638,autre
2639,math
2640,math
2641,autre
2642,autre
2643,autre
2644,math
2645,autre
2646,math
2647,math
2648,autre
2649,math
2650,sci_nat
2651,autre
2652,math
2653,math
2654,math
2655,autre
2656,math
2657,autre
2658,math
2659,math
2660,math
2661,math
2662,math
2663,math
2664,sci_nat
2665,autre
2666,math
2667,math
2668,math
2669,math
2670,math
2671,math
2672,math
2673,autre
2674,autre
2675,autre
2676,math
2677,math
2678,math
2679,sci_hum
2680,math
2681,math
2682,math
2683,autre
2684,math
2685,math
2686,math
2687,math
2688,math
2689,math
2690,autre
2691,math
2692,math
2693,math
2694,math
2695,math
2696,math
2697,math
2698,autre
2699,math
2700,math
2701,math
2702,autre
2703,math
2704,math
2705,autre
2706,math
2707,autre
2708,autre
2709,ing_info
2710,math
2711,math
2712,math
2713,sci_nat
2714,math
2715,autre
2716,autre
2717,math
2718,math
2719,math
2720,math
2721,math
2722,math
2723,math
2724,math
2725,math
2726,math
2727,autre
2728,phylo
2729,sci_hum
2730,autre
2731,autre
2732,autre
2733,autre
2734,autre
2735,autre
2736,math
2737,math
2738,math
2739,autre
2740,sci_hum
2741,autre
2742,math
2743,math
2744,math
2745,math
2746,autre
2747,math
2748,math
2749,autre
2750,math
2751,sci_nat
2752,math
2753,math
2754,math
2755,math
2756,math
2757,autre
2758,autre
2759,autre
2760,math
2761,math
2762,math
2763,math
2764,sci_nat
2765,autre
2766,math
2767,ing_info
2768,math
2769,math
2770,math
2771,math
2772,autre
2773,autre
2774,autre
2775,math
2776,autre
2777,sci_nat
2778,math
2779,math
2780,math
2781,math
2782,math
2783,math
2784,autre
2785,sci_hum
2786,math
2787,math
2788,math
2789,math
2790,math
2791,autre
2792,math
2793,math
2794,autre
2795,autre
2796,math
2797,math
2798,math
2799,math
2800,math
2801,math
2802,autre
2803,sci_nat
2804,autre
2805,math
2806,math
2807,autre
2808,math
2809,sci_nat
2810,math
2811,math
2812,autre
2813,math
2814,math
2815,autre
2816,math
2817,math
2818,math
2819,math
2820,ing_info
2821,autre
2822,autre
2823,math
2824,math
2825,math
2826,math
2827,autre
2828,math
2829,math
2830,math
2831,math
2832,autre
2833,sci_nat
2834,autre
2835,math
2836,math
2837,math
2838,math
2839,math
2840,math
2841,autre
2842,sci_nat
2843,math
2844,math
2845,math
2846,math
2847,sci_hum
2848,math
2849,autre
2850,autre
2851,math
2852,math
2853,math
2854,math
2855,math
2856,math
2857,math
2858,math
2859,math
2860,sci_nat
2861,math
2862,math
2863,math
2864,math
2865,math
2866,math
2867,autre
2868,math
2869,autre
2870,ing_info
2871,autre
2872,ing_info
2873,math
2874,math
2875,math
2876,autre
2877,math
2878,math
2879,autre
2880,autre
2881,autre
2882,math
2883,autre
2884,math
2885,math
2886,math
2887,math
2888,math
2889,math
2890,math
2891,math
2892,autre
2893,autre
2894,math
2895,autre
2896,autre
2897,autre
2898,math
2899,math
2900,math
2901,math
2902,autre
2903,math
2904,math
2905,math
2906,autre
2907,math
2908,phylo
2909,math
2910,autre
2911,sci_nat
2912,math
2913,math
2914,math
2915,math
2916,autre
2917,math
2918,math
2919,math
2920,math
2921,autre
2922,math
2923,autre
2924,math
2925,autre
2926,math
2927,math
2928,sci_nat
2929,autre
2930,autre
2931,math
2932,math
2933,math
2934,autre
2935,sci_nat
2936,sci_nat
2937,math
2938,math
2939,math
2940,autre
2941,math
2942,sci_nat
2943,math
2944,math
2945,autre
2946,math
2947,autre
2948,autre
2949,autre
2950,autre
2951,math
2952,autre
2953,sci_hum
2954,autre
2955,autre
2956,autre
2957,autre
2958,math
2959,math
2960,math
2961,math
2962,math
2963,math
2964,autre
2965,ing_info
2966,autre
2967,math
2968,math
2969,ing_info
2970,math
2971,math
2972,math
2973,math
2974,autre
2975,autre
2976,math
2977,autre
2978,math
2979,math
2980,math
2981,math
2982,math
2983,math
2984,math
2985,math
2986,math
2987,math
2988,math
2989,phylo
2990,math
2991,math
2992,math
2993,math
2994,autre
2995,math
2996,math
2997,sci_nat
2998,math
2999,math
3000,autre
3001,phylo
3002,sci_hum
3003,autre
3004,autre
3005,autre
3006,autre
3007,autre
3008,math
3009,math
3010,math
3011,math
3012,math
3013,math
3014,math
3015,autre
3016,math
3017,autre
3018,math
3019,math
3020,math
3021,math
3022,math
3023,sci_nat
3024,math
3025,math
3026,sci_hum
3027,math
3028,math
3029,math
3030,math
3031,math
3032,math
3033,math
3034,math
3035,math
3036,sci_nat
3037,autre
3038,math
3039,math
3040,math
3041,autre
3042,ing_info
3043,math
3044,autre
3045,autre
3046,autre
3047,math
3048,math
3049,sci_nat
3050,math
3051,autre
3052,math
3053,math
3054,math
3055,math
3056,autre
3057,math
3058,math
3059,math
3060,math
3061,phylo
3062,math
3063,autre
3064,math
3065,math
3066,math
3067,ing_info
3068,autre
3069,sci_nat
3070,autre
3071,phylo
3072,math
3073,autre
3074,math
3075,math
3076,math
3077,autre
3078,sci_nat
3079,math
3080,math
3081,math
3082,math
3083,math
3084,math
3085,math
3086,sci_nat
3087,autre
3088,autre
3089,autre
3090,autre
3091,autre
3092,autre
3093,math
3094,math
3095,autre
3096,math
3097,autre
3098,math
3099,autre
3100,autre
3101,autre
3102,autre
3103,math
3104,math
3105,math
3106,math
3107,math
3108,autre
3109,math
3110,math
3111,math
3112,math
3113,math
3114,sci_nat
3115,math
3116,autre
3117,ing_info
3118,math
3119,math
3120,math
3121,math
3122,math
3123,autre
3124,sci_nat
3125,math
3126,math
3127,sci_hum
3128,math
3129,math
3130,autre
3131,autre
3132,math
3133,math
3134,math
3135,math
3136,autre
3137,autre
3138,math
3139,math
3140,math
3141,autre
3142,math
3143,math
3144,autre
3145,autre
3146,math
3147,sci_nat
3148,autre
3149,autre
3150,autre
3151,autre
3152,autre
3153,math
3154,autre
3155,autre
3156,autre
3157,math
3158,math
3159,math
3160,math
3161,math
3162,math
3163,autre
3164,ing_info
3165,math
3166,math
3167,sci_nat
3168,sci_nat
3169,math
3170,math
3171,math
3172,math
3173,math
3174,math
3175,math
3176,autre
3177,math
3178,math
3179,math
3180,math
3181,math
3182,math
3183,autre
3184,math
3185,math
3186,math
3187,math
3188,autre
3189,math
3190,math
3191,autre
3192,autre
3193,math
3194,math
3195,autre
3196,math
3197,math
3198,math
3199,math
3200,autre
3201,autre
3202,ing_info
3203,math
3204,math
3205,math
3206,autre
3207,autre
3208,math
3209,math
3210,autre
3211,math
3212,math
3213,autre
3214,autre
3215,math
3216,autre
3217,autre
3218,ing_info
3219,math
3220,math
3221,math
3222,math
3223,math
3224,autre
3225,math
3226,math
3227,math
3228,autre
3229,math
3230,math
3231,math
3232,math
3233,math
3234,autre
3235,math
3236,math
3237,autre
3238,autre
3239,ing_info
3240,math
3241,autre
3242,autre
3243,math
3244,autre
3245,autre
3246,math
3247,autre
3248,autre
3249,autre
3250,math
3251,math
3252,math
3253,autre
3254,ing_info
3255,autre
3256,autre
3257,math
3258,math
3259,math
3260,autre
3261,autre
3262,math
3263,math
3264,math
3265,math
3266,autre
3267,autre
3268,math
3269,autre
3270,autre
3271,autre
3272,math
3273,math
3274,math
3275,math
3276,autre
3277,math
3278,math
3279,math
3280,math
3281,autre
3282,autre
3283,math
3284,math
3285,math
3286,math
3287,math
3288,math
3289,autre
3290,math
3291,math
3292,autre
3293,autre
3294,math
3295,math
3296,autre
3297,autre
3298,math
3299,math
3300,autre
3301,ing_info
3302,math
3303,math
3304,autre
3305,math
3306,math
3307,ing_info
3308,math
3309,math
3310,math
3311,math
3312,math
3313,math
3314,autre
3315,autre
3316,autre
3317,autre
3318,ing_info
3319,math
3320,math
3321,ing_info
3322,ing_info
3323,math
3324,ing_info
3325,math
3326,math
3327,math
3328,math
3329,math
3330,math
3331,math
3332,math
3333,sci_nat
3334,math
3335,sci_nat
3336,math
3337,math
3338,autre
3339,ing_info
3340,math
3341,ing_info
3342,sci_nat
3343,math
3344,autre
3345,autre
3346,autre
3347,math
3348,math
3349,math
3350,sci_nat
3351,math
3352,math
3353,math
3354,math
3355,math
3356,math
3357,autre
3358,autre
3359,autre
3360,sci_nat
3361,autre
3362,math
3363,autre
3364,math
3365,math
3366,math
3367,math
3368,math
3369,autre
3370,autre
3371,math
3372,math
3373,autre
3374,autre
3375,autre
3376,math
3377,math
3378,math
3379,math
3380,math
3381,ing_info
3382,math
3383,autre
3384,autre
3385,sci_nat
3386,sci_nat
3387,autre
3388,sci_nat
3389,math
3390,math
3391,math
3392,autre
3393,autre
3394,math
3395,autre
3396,autre
3397,math
3398,math
3399,math
3400,autre
3401,autre
3402,math
3403,math
3404,ing_info
3405,math
3406,math
3407,math
3408,math
3409,math
3410,autre
3411,sci_nat
3412,math
3413,math
3414,math
3415,math
3416,sci_nat
3417,sci_nat
3418,autre
3419,autre
3420,autre
3421,math
3422,autre
3423,autre
3424,math
3425,math
3426,math
3427,math
3428,math
3429,math
3430,math
3431,math
3432,math
3433,math
3434,math
3435,autre
3436,autre
3437,math
3438,math
3439,math
3440,math
3441,math
3442,math
3443,sci_nat
3444,autre
3445,autre
3446,math
3447,autre
3448,math
3449,math
3450,math
3451,math
3452,math
3453,autre
3454,math
3455,math
3456,math
3457,math
3458,autre
3459,math
3460,math
3461,math
3462,math
3463,math
3464,math
3465,ing_info
3466,math
3467,math
3468,math
3469,math
3470,math
3471,math
3472,math
3473,autre
3474,autre
3475,autre
3476,autre
3477,math
3478,autre
3479,math
3480,math
3481,math
3482,math
3483,math
3484,autre
3485,autre
3486,autre
3487,math
3488,autre
3489,math
3490,autre
3491,math
3492,math
3493,autre
3494,autre
3495,sci_nat
3496,autre
3497,autre
3498,math
3499,math
3500,math
3501,autre
3502,ing_info
3503,math
3504,autre
3505,math
3506,math
3507,math
3508,math
3509,ing_info
3510,math
3511,math
3512,math
3513,autre
3514,math
3515,autre
3516,autre
3517,math
3518,math
3519,math
3520,autre
3521,math
3522,math
3523,autre
3524,math
3525,math
3526,math
3527,math
3528,math
3529,math
3530,math
3531,math
3532,math
3533,math
3534,math
3535,math
3536,autre
3537,math
3538,math
3539,math
3540,ing_info
3541,math
3542,autre
3543,math
3544,autre
3545,math
3546,math
3547,autre
3548,autre
3549,math
3550,autre
3551,autre
3552,math
3553,math
3554,autre
3555,autre
3556,autre
3557,math
3558,math
3559,math
3560,math
3561,autre
3562,autre
3563,autre
3564,math
3565,math
3566,math
3567,autre
3568,math
3569,math
3570,math
3571,math
3572,math
3573,math
3574,autre
3575,math
3576,autre
3577,ing_info
3578,math
3579,math
3580,math
3581,math
3582,math
3583,math
3584,math
3585,math
3586,math
3587,math
3588,math
3589,autre
3590,autre
3591,autre
3592,math
3593,ing_info
3594,autre
3595,math
3596,math
3597,autre
3598,math
3599,autre
3600,math
3601,math
3602,autre
3603,autre
3604,math
3605,autre
3606,ing_info
3607,autre
3608,math
3609,math
3610,math
3611,sci_nat
3612,math
3613,math
3614,sci_nat
3615,sci_nat
3616,math
3617,math
3618,math
3619,math
3620,math
3621,math
3622,ing_info
3623,math
3624,math
3625,math
3626,math
3627,math
3628,autre
3629,math
3630,autre
3631,math
3632,autre
3633,autre
3634,math
3635,math
3636,math
3637,autre
3638,math
3639,math
3640,sci_nat
3641,math
3642,math
3643,math
3644,autre
3645,autre
3646,autre
3647,autre
3648,math
3649,autre
3650,autre
3651,autre
3652,math
3653,autre
3654,math
3655,ing_info
3656,autre
3657,math
3658,math
3659,math
3660,autre
3661,autre
3662,math
3663,autre
3664,math
3665,math
3666,math
3667,math
3668,autre
3669,math
3670,math
3671,autre
3672,autre
3673,math
3674,math
3675,math
3676,math
3677,math
3678,math
3679,autre
3680,autre
3681,autre
3682,ing_info
3683,math
3684,math
3685,sci_nat
3686,math
3687,math
3688,math
3689,math
3690,math
3691,math
3692,math
3693,math
3694,math
3695,math
3696,math
3697,autre
3698,math
3699,autre
3700,math
3701,math
3702,autre
3703,math
3704,math
3705,sci_hum
3706,math
3707,autre
3708,math
3709,math
3710,ing_info
3711,math
3712,math
3713,math
3714,math
3715,autre
3716,math
3717,math
3718,autre
3719,autre
3720,autre
3721,autre
3722,autre
3723,math
3724,math
3725,math
3726,autre
3727,autre
3728,autre
3729,ing_info
3730,math
3731,math
3732,autre
3733,autre
3734,math
3735,phylo
3736,math
3737,autre
3738,autre
3739,math
3740,math
3741,math
3742,math
3743,autre
3744,math
3745,math
3746,autre
3747,autre
3748,math
3749,math
3750,math
3751,math
3752,math
3753,math
3754,math
3755,math
3756,math
3757,math
3758,math
3759,math
3760,math
3761,autre
3762,sci_nat
3763,math
3764,math
3765,math
3766,math
3767,math
3768,math
3769,math
3770,autre
3771,autre
3772,math
3773,math
3774,math
3775,autre
3776,math
3777,math
3778,sci_nat
3779,math
3780,math
3781,math
3782,math
3783,math
3784,autre
3785,math
3786,math
3787,math
3788,ing_info
3789,math
3790,math
3791,math
3792,autre
3793,autre
3794,sci_nat
3795,math
3796,math
3797,autre
3798,math
3799,autre
3800,autre
3801,math
3802,math
3803,ing_info
3804,math
3805,math
3806,autre
3807,autre
3808,math
3809,math
3810,math
3811,autre
3812,math
3813,math
3814,math
3815,math
3816,math
3817,autre
3818,autre
3819,math
3820,math
3821,math
3822,autre
3823,sci_nat
3824,math
3825,autre
3826,autre
3827,math
3828,math
3829,math
3830,autre
3831,math
3832,autre
3833,math
3834,math
3835,math
3836,math
3837,autre
3838,autre
3839,math
3840,autre
3841,math
3842,math
3843,math
3844,math
