"subject_uri","target","field","birthYear"
"http://dbpedia.org/resource/Qusta_ibn_Luqa","http://dbpedia.org/resource/Translator","Translator",820
"http://dbpedia.org/resource/Qusta_ibn_Luqa","http://dbpedia.org/resource/Scientist","Scientist",820
"http://dbpedia.org/resource/Qusta_ibn_Luqa","http://dbpedia.org/resource/Physician","Physician",820
"http://dbpedia.org/resource/Maslama_al-Majriti","http://dbpedia.org/resource/Chemist","Chemist",950
"http://dbpedia.org/resource/Maslama_al-Majriti","http://dbpedia.org/resource/Muslim","Muslim",950
"http://dbpedia.org/resource/Maslama_al-Majriti","http://dbpedia.org/resource/Mathematician","Mathematician",950
"http://dbpedia.org/resource/Maslama_al-Majriti","http://dbpedia.org/resource/Economist","Economist",950
"http://dbpedia.org/resource/Maslama_al-Majriti","http://dbpedia.org/resource/Scholar","Scholar",950
"http://dbpedia.org/resource/Maslama_al-Majriti","http://dbpedia.org/resource/Astronomer","Astronomer",950
"http://dbpedia.org/resource/Abu_Nasr_Mansur","http://dbpedia.org/resource/Astronomer","Astronomer",970
"http://dbpedia.org/resource/Abu_Nasr_Mansur","http://dbpedia.org/resource/Mathematician","Mathematician",970
"http://dbpedia.org/resource/Abu_Mansur_al-Baghdadi","http://dbpedia.org/resource/Mathematician","Mathematician",980
"http://dbpedia.org/resource/Brahmadeva","http://dbpedia.org/resource/Mathematician","Mathematician",1060
"http://dbpedia.org/resource/Michael_Scot","http://dbpedia.org/resource/Mathematics","Mathematics",1175
"http://dbpedia.org/resource/Michael_Scot","http://dbpedia.org/resource/Alchemy","Alchemy",1175
"http://dbpedia.org/resource/Michael_Scot","http://dbpedia.org/resource/Astrology","Astrology",1175
"http://dbpedia.org/resource/Guo_Shoujing","http://dbpedia.org/resource/Mathematics","Mathematics",1231
"http://dbpedia.org/resource/Guo_Shoujing","http://dbpedia.org/resource/Astronomy","Astronomy",1231
"http://dbpedia.org/resource/Maximus_Planudes","http://dbpedia.org/resource/Monk","Monk",1260
"http://dbpedia.org/resource/Maximus_Planudes","http://dbpedia.org/resource/Anthology","Anthology",1260
"http://dbpedia.org/resource/Maximus_Planudes","http://dbpedia.org/resource/Mathematician","Mathematician",1260
"http://dbpedia.org/resource/Maximus_Planudes","http://dbpedia.org/resource/Philologist","Philologist",1260
"http://dbpedia.org/resource/Maximus_Planudes","http://dbpedia.org/resource/Theology","Theology",1260
"http://dbpedia.org/resource/Ibn_al-Shatir","http://dbpedia.org/resource/Astronomer","Astronomer",1304
"http://dbpedia.org/resource/Ibn_al-Majdi","http://dbpedia.org/resource/Mathematician","Mathematician",1359
"http://dbpedia.org/resource/Ibn_al-Majdi","http://dbpedia.org/resource/Astronomer","Astronomer",1359
"http://dbpedia.org/resource/Johannes_von_Gmunden","http://dbpedia.org/resource/Astronomy","Astronomy",1380
"http://dbpedia.org/resource/Ulugh_Beg","http://dbpedia.org/resource/Monarch","Monarch",1394
"http://dbpedia.org/resource/Ulugh_Beg","http://dbpedia.org/resource/Mathematician","Mathematician",1394
"http://dbpedia.org/resource/Ulugh_Beg","http://dbpedia.org/resource/Astronomer","Astronomer",1394
"http://dbpedia.org/resource/Ulugh_Beg","http://dbpedia.org/resource/Political_leader","Political leader",1394
"http://dbpedia.org/resource/Georg_von_Peuerbach","http://dbpedia.org/resource/Mathematics","Mathematics",1423
"http://dbpedia.org/resource/Georg_von_Peuerbach","http://dbpedia.org/resource/Astronomy","Astronomy",1423
"http://dbpedia.org/resource/Antonio_Manetti","http://dbpedia.org/resource/Mathematics","Mathematics",1423
"http://dbpedia.org/resource/Antonio_Manetti","http://dbpedia.org/resource/Geography","Geography",1423
"http://dbpedia.org/resource/Antonio_Manetti","http://dbpedia.org/resource/Architecture","Architecture",1423
"http://dbpedia.org/resource/Antonio_Manetti","http://dbpedia.org/resource/Astronomy","Astronomy",1423
"http://dbpedia.org/resource/Antonio_Manetti","http://dbpedia.org/resource/Philosophy","Philosophy",1423
"http://dbpedia.org/resource/Regiomontanus","http://dbpedia.org/resource/Mathematics","Mathematics",1436
"http://dbpedia.org/resource/Regiomontanus","http://dbpedia.org/resource/Astrology","Astrology",1436
"http://dbpedia.org/resource/Regiomontanus","http://dbpedia.org/resource/Astronomy","Astronomy",1436
"http://dbpedia.org/resource/Lương_Thế_Vinh","http://dbpedia.org/resource/Mathematics","Mathematics",1441
"http://dbpedia.org/resource/Luca_Pacioli","http://dbpedia.org/resource/Friar","Friar",1447
"http://dbpedia.org/resource/Luca_Pacioli","http://dbpedia.org/resource/Mathematician","Mathematician",1447
"http://dbpedia.org/resource/Scipione_del_Ferro","http://dbpedia.org/resource/Mathematics","Mathematics",1465
"http://dbpedia.org/resource/Estienne_de_La_Roche","http://dbpedia.org/resource/Mathematician","Mathematician",1470
"http://dbpedia.org/resource/Nicolaus_Copernicus","http://dbpedia.org/resource/Astronomy","Astronomy",1473
"http://dbpedia.org/resource/Nicolaus_Copernicus","http://dbpedia.org/resource/Canon_law_of_the_Catholic_Church","Canon law of the Catholic Church",1473
"http://dbpedia.org/resource/Nicholas_Kratzer","http://dbpedia.org/resource/Mathematician","Mathematician",1487
"http://dbpedia.org/resource/Nicholas_Kratzer","http://dbpedia.org/resource/Astronomer","Astronomer",1487
"http://dbpedia.org/resource/Nicholas_Kratzer","http://dbpedia.org/resource/Horologist","Horologist",1487
"http://dbpedia.org/resource/Adam_Ries","http://dbpedia.org/resource/Mathematics","Mathematics",1492
"http://dbpedia.org/resource/Francesco_Maurolico","http://dbpedia.org/resource/Mathematics","Mathematics",1494
"http://dbpedia.org/resource/Francesco_Maurolico","http://dbpedia.org/resource/Mechanics","Mechanics",1494
"http://dbpedia.org/resource/Francesco_Maurolico","http://dbpedia.org/resource/Geometry","Geometry",1494
"http://dbpedia.org/resource/Francesco_Maurolico","http://dbpedia.org/resource/Music","Music",1494
"http://dbpedia.org/resource/Francesco_Maurolico","http://dbpedia.org/resource/Astronomy","Astronomy",1494
"http://dbpedia.org/resource/Francesco_Maurolico","http://dbpedia.org/resource/Optics","Optics",1494
"http://dbpedia.org/resource/Francesco_Maurolico","http://dbpedia.org/resource/Conics","Conics",1494
"http://dbpedia.org/resource/Oronce_Finé","http://dbpedia.org/resource/Cartography","Cartography",1494
"http://dbpedia.org/resource/Niccolò_Fontana_Tartaglia","http://dbpedia.org/resource/Mathematics","Mathematics",1499
"http://dbpedia.org/resource/Niccolò_Fontana_Tartaglia","http://dbpedia.org/resource/Engineering","Engineering",1499
"http://dbpedia.org/resource/Pedro_Nunes","http://dbpedia.org/resource/Cosmographer","Cosmographer",1502
"http://dbpedia.org/resource/Pedro_Nunes","http://dbpedia.org/resource/Professor","Professor",1502
"http://dbpedia.org/resource/Pedro_Nunes","http://dbpedia.org/resource/Mathematician","Mathematician",1502
"http://dbpedia.org/resource/Justus_Velsius","http://dbpedia.org/resource/Humanist","Humanist",1510
"http://dbpedia.org/resource/Erasmus_Reinhold","http://dbpedia.org/resource/Mathematician","Mathematician",1511
"http://dbpedia.org/resource/Erasmus_Reinhold","http://dbpedia.org/resource/Astronomer","Astronomer",1511
"http://dbpedia.org/resource/Georg_Joachim_Rheticus","http://dbpedia.org/resource/Mathematician","Mathematician",1514
"http://dbpedia.org/resource/Georg_Joachim_Rheticus","http://dbpedia.org/resource/Astronomer","Astronomer",1514
"http://dbpedia.org/resource/Jacques_Pelletier_du_Mans","http://dbpedia.org/resource/Poet","Poet",1517
"http://dbpedia.org/resource/Jacques_Pelletier_du_Mans","http://dbpedia.org/resource/Mathematician","Mathematician",1517
"http://dbpedia.org/resource/Jacques_Pelletier_du_Mans","http://dbpedia.org/resource/Renaissance_Humanism","Renaissance Humanism",1517
"http://dbpedia.org/resource/Lodovico_Ferrari","http://dbpedia.org/resource/Mathematics","Mathematics",1522
"http://dbpedia.org/resource/Hermann_Wilken","http://dbpedia.org/resource/Humanism","Humanism",1522
"http://dbpedia.org/resource/Hermann_Wilken","http://dbpedia.org/resource/Mathematician","Mathematician",1522
"http://dbpedia.org/resource/Peter_Agricola","http://dbpedia.org/resource/Educator","Educator",1525
"http://dbpedia.org/resource/Peter_Agricola","http://dbpedia.org/resource/Diplomat","Diplomat",1525
"http://dbpedia.org/resource/Peter_Agricola","http://dbpedia.org/resource/Theologian","Theologian",1525
"http://dbpedia.org/resource/Peter_Agricola","http://dbpedia.org/resource/Renaissance_humanist","Renaissance humanist",1525
"http://dbpedia.org/resource/John_Dee","http://dbpedia.org/resource/Navigation","Navigation",1527
"http://dbpedia.org/resource/John_Dee","http://dbpedia.org/resource/Mathematics","Mathematics",1527
"http://dbpedia.org/resource/John_Dee","http://dbpedia.org/resource/Alchemy","Alchemy",1527
"http://dbpedia.org/resource/John_Dee","http://dbpedia.org/resource/Astrology","Astrology",1527
"http://dbpedia.org/resource/John_Dee","http://dbpedia.org/resource/Hermeticism","Hermeticism",1527
"http://dbpedia.org/resource/Giambattista_Benedetti","http://dbpedia.org/resource/Mathematician","Mathematician",1530
"http://dbpedia.org/resource/Zhu_Zaiyu","http://dbpedia.org/resource/Mathematician","Mathematician",1536
"http://dbpedia.org/resource/Zhu_Zaiyu","http://dbpedia.org/resource/Historian","Historian",1536
"http://dbpedia.org/resource/Zhu_Zaiyu","http://dbpedia.org/resource/Astronomer","Astronomer",1536
"http://dbpedia.org/resource/Zhu_Zaiyu","http://dbpedia.org/resource/Choreographer","Choreographer",1536
"http://dbpedia.org/resource/Zhu_Zaiyu","http://dbpedia.org/resource/Physicist","Physicist",1536
"http://dbpedia.org/resource/Christopher_Clavius","http://dbpedia.org/resource/Mathematician","Mathematician",1538
"http://dbpedia.org/resource/Christopher_Clavius","http://dbpedia.org/resource/Astronomer","Astronomer",1538
"http://dbpedia.org/resource/Ludolph_van_Ceulen","http://dbpedia.org/resource/Mathematics","Mathematics",1540
"http://dbpedia.org/resource/François_Viète","http://dbpedia.org/resource/Mathematics","Mathematics",1540
"http://dbpedia.org/resource/François_Viète","http://dbpedia.org/resource/Trigonometry","Trigonometry",1540
"http://dbpedia.org/resource/François_Viète","http://dbpedia.org/resource/Astronomy","Astronomy",1540
"http://dbpedia.org/resource/Ostilio_Ricci","http://dbpedia.org/resource/Mathematician","Mathematician",1540
"http://dbpedia.org/resource/Simon_Stevin","http://dbpedia.org/resource/Mathematician","Mathematician",1548
"http://dbpedia.org/resource/Simon_Stevin","http://dbpedia.org/resource/Music_theorist","Music theorist",1548
"http://dbpedia.org/resource/John_Napier","http://dbpedia.org/resource/Mathematician","Mathematician",1550
"http://dbpedia.org/resource/Petrus_Ryff","http://dbpedia.org/resource/Mathematics","Mathematics",1552
"http://dbpedia.org/resource/Jost_Bürgi","http://dbpedia.org/resource/Mathematician","Mathematician",1552
"http://dbpedia.org/resource/Petrus_Ryff","http://dbpedia.org/resource/Astronomy","Astronomy",1552
"http://dbpedia.org/resource/Petrus_Ryff","http://dbpedia.org/resource/Medicine","Medicine",1552
"http://dbpedia.org/resource/Robert_Hues","http://dbpedia.org/resource/Mathematics","Mathematics",1553
"http://dbpedia.org/resource/Robert_Hues","http://dbpedia.org/resource/Geography","Geography",1553
"http://dbpedia.org/resource/Henry_Briggs_(mathematician)","http://dbpedia.org/resource/Mathematician","Mathematician",1561
"http://dbpedia.org/resource/Henry_Briggs_(mathematician)","http://dbpedia.org/resource/Astronomer","Astronomer",1561
"http://dbpedia.org/resource/Marino_Ghetaldi","http://dbpedia.org/resource/Mathematician","Mathematician",1568
"http://dbpedia.org/resource/Marino_Ghetaldi","http://dbpedia.org/resource/Physicist","Physicist",1568
"http://dbpedia.org/resource/Andrea_Argoli","http://dbpedia.org/resource/Mathematician","Mathematician",1570
"http://dbpedia.org/resource/Andrea_Argoli","http://dbpedia.org/resource/Jurist","Jurist",1570
"http://dbpedia.org/resource/Andrea_Argoli","http://dbpedia.org/resource/Astronomer","Astronomer",1570
"http://dbpedia.org/resource/Andrea_Argoli","http://dbpedia.org/resource/Astrologer","Astrologer",1570
"http://dbpedia.org/resource/Adriaan_Metius","http://dbpedia.org/resource/Geometry","Geometry",1571
"http://dbpedia.org/resource/Adriaan_Metius","http://dbpedia.org/resource/Astronomer","Astronomer",1571
"http://dbpedia.org/resource/Johannes_Kepler","http://dbpedia.org/resource/Mathematics","Mathematics",1571
"http://dbpedia.org/resource/Johannes_Kepler","http://dbpedia.org/resource/Astrology","Astrology",1571
"http://dbpedia.org/resource/Johannes_Kepler","http://dbpedia.org/resource/Astronomy","Astronomy",1571
"http://dbpedia.org/resource/Johannes_Kepler","http://dbpedia.org/resource/Natural_philosophy","Natural philosophy",1571
"http://dbpedia.org/resource/Robert_Fludd","http://dbpedia.org/resource/Astrologer","Astrologer",1574
"http://dbpedia.org/resource/Robert_Fludd","http://dbpedia.org/resource/Physician","Physician",1574
"http://dbpedia.org/resource/Paul_Guldin","http://dbpedia.org/resource/Mathematician","Mathematician",1577
"http://dbpedia.org/resource/Paul_Guldin","http://dbpedia.org/resource/Astronomer","Astronomer",1577
"http://dbpedia.org/resource/Paul_Guldin","http://dbpedia.org/resource/Jesuit","Jesuit",1577
"http://dbpedia.org/resource/Benedetto_Castelli","http://dbpedia.org/resource/Mathematician","Mathematician",1578
"http://dbpedia.org/resource/Willebrord_Snellius","http://dbpedia.org/resource/Mathematics","Mathematics",1580
"http://dbpedia.org/resource/Willebrord_Snellius","http://dbpedia.org/resource/Astronomy","Astronomy",1580
"http://dbpedia.org/resource/Claude_Gaspar_Bachet_de_Méziriac","http://dbpedia.org/resource/Mathematician","Mathematician",1581
"http://dbpedia.org/resource/John_Bainbridge_(astronomer)","http://dbpedia.org/resource/Astronomy","Astronomy",1582
"http://dbpedia.org/resource/Mario_Bettinus","http://dbpedia.org/resource/Mathematician","Mathematician",1582
"http://dbpedia.org/resource/Mario_Bettinus","http://dbpedia.org/resource/Scientist","Scientist",1582
"http://dbpedia.org/resource/Mario_Bettinus","http://dbpedia.org/resource/Philosopher","Philosopher",1582
"http://dbpedia.org/resource/Mario_Bettinus","http://dbpedia.org/resource/Jesuit","Jesuit",1582
"http://dbpedia.org/resource/Peter_Turner_(mathematician)","http://dbpedia.org/resource/Mathematician","Mathematician",1586
"http://dbpedia.org/resource/Ole_Worm","http://dbpedia.org/resource/Natural_history","Natural history",1588
"http://dbpedia.org/resource/Ole_Worm","http://dbpedia.org/resource/Physician","Physician",1588
"http://dbpedia.org/resource/Ole_Worm","http://dbpedia.org/resource/Antiquary","Antiquary",1588
"http://dbpedia.org/resource/Daniel_Hay_du_Chastelet_de_Chambon","http://dbpedia.org/resource/Mathematician","Mathematician",1596
"http://dbpedia.org/resource/Bonaventura_Cavalieri","http://dbpedia.org/resource/Mathematics","Mathematics",1598
"http://dbpedia.org/resource/Florimond_de_Beaune","http://dbpedia.org/resource/Mathematics","Mathematics",1601
"http://dbpedia.org/resource/Ovidio_Montalbani","http://dbpedia.org/resource/Mathematician","Mathematician",1601
"http://dbpedia.org/resource/Ovidio_Montalbani","http://dbpedia.org/resource/Historian","Historian",1601
"http://dbpedia.org/resource/Ovidio_Montalbani","http://dbpedia.org/resource/Astronomer","Astronomer",1601
"http://dbpedia.org/resource/Ovidio_Montalbani","http://dbpedia.org/resource/Dialectologist","Dialectologist",1601
"http://dbpedia.org/resource/Ovidio_Montalbani","http://dbpedia.org/resource/Physicist","Physicist",1601
"http://dbpedia.org/resource/Gilles_de_Roberval","http://dbpedia.org/resource/Mathematician","Mathematician",1602
"http://dbpedia.org/resource/Placidus_de_Titis","http://dbpedia.org/resource/Monk","Monk",1603
"http://dbpedia.org/resource/Placidus_de_Titis","http://dbpedia.org/resource/Mathematician","Mathematician",1603
"http://dbpedia.org/resource/Placidus_de_Titis","http://dbpedia.org/resource/Astronomer","Astronomer",1603
"http://dbpedia.org/resource/Placidus_de_Titis","http://dbpedia.org/resource/Astrologer","Astrologer",1603
"http://dbpedia.org/resource/Ismaël_Bullialdus","http://dbpedia.org/resource/Astronomer","Astronomer",1605
"http://dbpedia.org/resource/Juan_Caramuel_y_Lobkowitz","http://dbpedia.org/resource/Mathematician","Mathematician",1606
"http://dbpedia.org/resource/Vincentio_Reinieri","http://dbpedia.org/resource/Mathematician","Mathematician",1606
"http://dbpedia.org/resource/Vincentio_Reinieri","http://dbpedia.org/resource/Astronomer","Astronomer",1606
"http://dbpedia.org/resource/Pierre_de_Fermat","http://dbpedia.org/resource/Mathematics","Mathematics",1607
"http://dbpedia.org/resource/Pierre_de_Fermat","http://dbpedia.org/resource/Law","Law",1607
"http://dbpedia.org/resource/Honoré_Fabri","http://dbpedia.org/resource/Mathematician","Mathematician",1608
"http://dbpedia.org/resource/Honoré_Fabri","http://dbpedia.org/resource/Physicist","Physicist",1608
"http://dbpedia.org/resource/Honoré_Fabri","http://dbpedia.org/resource/Jesuit","Jesuit",1608
"http://dbpedia.org/resource/Giovanni_Alfonso_Borelli","http://dbpedia.org/resource/Physiologist","Physiologist",1608
"http://dbpedia.org/resource/Giovanni_Alfonso_Borelli","http://dbpedia.org/resource/Mathematician","Mathematician",1608
"http://dbpedia.org/resource/Giovanni_Alfonso_Borelli","http://dbpedia.org/resource/Physicist","Physicist",1608
"http://dbpedia.org/resource/John_Pell_(mathematician)","http://dbpedia.org/resource/Mathematician","Mathematician",1611
"http://dbpedia.org/resource/John_Pell_(mathematician)","http://dbpedia.org/resource/Linguist","Linguist",1611
"http://dbpedia.org/resource/Frans_van_Schooten","http://dbpedia.org/resource/Mathematics","Mathematics",1615
"http://dbpedia.org/resource/Thomas_Bartholin","http://dbpedia.org/resource/Medicine","Medicine",1616
"http://dbpedia.org/resource/Jonas_Moore","http://dbpedia.org/resource/Cadastral","Cadastral",1617
"http://dbpedia.org/resource/Francesco_Maria_Grimaldi","http://dbpedia.org/resource/Mathematics","Mathematics",1618
"http://dbpedia.org/resource/Francesco_Maria_Grimaldi","http://dbpedia.org/resource/Physics","Physics",1618
"http://dbpedia.org/resource/Magnus_Celsius","http://dbpedia.org/resource/Mathematics","Mathematics",1621
"http://dbpedia.org/resource/Magnus_Celsius","http://dbpedia.org/resource/Astronomy","Astronomy",1621
"http://dbpedia.org/resource/René-François_de_Sluse","http://dbpedia.org/resource/Mathematician","Mathematician",1622
"http://dbpedia.org/resource/Vincenzo_Viviani","http://dbpedia.org/resource/Mathematician","Mathematician",1622
"http://dbpedia.org/resource/Vincenzo_Viviani","http://dbpedia.org/resource/Physicist","Physicist",1622
"http://dbpedia.org/resource/Erhard_Weigel","http://dbpedia.org/resource/Mathematician","Mathematician",1625
"http://dbpedia.org/resource/Erhard_Weigel","http://dbpedia.org/resource/Astronomer","Astronomer",1625
"http://dbpedia.org/resource/Erhard_Weigel","http://dbpedia.org/resource/Philosopher","Philosopher",1625
"http://dbpedia.org/resource/Giovanni_Domenico_Cassini","http://dbpedia.org/resource/Mathematics","Mathematics",1625
"http://dbpedia.org/resource/Giovanni_Domenico_Cassini","http://dbpedia.org/resource/Astrology","Astrology",1625
"http://dbpedia.org/resource/Johannes_Hudde","http://dbpedia.org/resource/Mathematics","Mathematics",1628
"http://dbpedia.org/resource/Richard_Towneley","http://dbpedia.org/resource/Natural_philosophy","Natural philosophy",1629
"http://dbpedia.org/resource/Richard_Towneley","http://dbpedia.org/resource/Mathematics","Mathematics",1629
"http://dbpedia.org/resource/Richard_Towneley","http://dbpedia.org/resource/Astronomy","Astronomy",1629
"http://dbpedia.org/resource/Alessandro_Marchetti_(mathematician)","http://dbpedia.org/resource/Mathematician","Mathematician",1633
"http://dbpedia.org/resource/Francis_Willughby","http://dbpedia.org/resource/Ornithology","Ornithology",1635
"http://dbpedia.org/resource/Francis_Willughby","http://dbpedia.org/resource/Ichthyology","Ichthyology",1635
"http://dbpedia.org/resource/Pieter_de_Graeff","http://dbpedia.org/resource/Landlord","Landlord",1638
"http://dbpedia.org/resource/Pieter_de_Graeff","http://dbpedia.org/resource/Regent","Regent",1638
"http://dbpedia.org/resource/Bernard_Lamy","http://dbpedia.org/resource/Mathematics","Mathematics",1640
"http://dbpedia.org/resource/Jacques_Ozanam","http://dbpedia.org/resource/Mathematician","Mathematician",1640
"http://dbpedia.org/resource/Philippe_de_La_Hire","http://dbpedia.org/resource/Mathematics","Mathematics",1640
"http://dbpedia.org/resource/Philippe_de_La_Hire","http://dbpedia.org/resource/Architecture","Architecture",1640
"http://dbpedia.org/resource/Philippe_de_La_Hire","http://dbpedia.org/resource/Astronomy","Astronomy",1640
"http://dbpedia.org/resource/Seki_Takakazu","http://dbpedia.org/resource/Mathematics","Mathematics",1642
"http://dbpedia.org/resource/Otto_Mencke","http://dbpedia.org/resource/Mathematician","Mathematician",1644
"http://dbpedia.org/resource/Otto_Mencke","http://dbpedia.org/resource/Philosopher","Philosopher",1644
"http://dbpedia.org/resource/Thomas_Pereira","http://dbpedia.org/resource/Mathematician","Mathematician",1645
"http://dbpedia.org/resource/Thomas_Pereira","http://dbpedia.org/resource/Scientist","Scientist",1645
"http://dbpedia.org/resource/Thomas_Pereira","http://dbpedia.org/resource/Jesuit","Jesuit",1645
"http://dbpedia.org/resource/Giovanni_Ceva","http://dbpedia.org/resource/Geometry","Geometry",1647
"http://dbpedia.org/resource/Tommaso_Ceva","http://dbpedia.org/resource/Mathematics","Mathematics",1648
"http://dbpedia.org/resource/Michel_Rolle","http://dbpedia.org/resource/Mathematics","Mathematics",1652
"http://dbpedia.org/resource/Pierre_Varignon","http://dbpedia.org/resource/Mathematics","Mathematics",1654
"http://dbpedia.org/resource/Domenico_Guglielmini","http://dbpedia.org/resource/Mathematics","Mathematics",1655
"http://dbpedia.org/resource/Domenico_Guglielmini","http://dbpedia.org/resource/Physics","Physics",1655
"http://dbpedia.org/resource/Domenico_Guglielmini","http://dbpedia.org/resource/Chemistry","Chemistry",1655
"http://dbpedia.org/resource/Domenico_Guglielmini","http://dbpedia.org/resource/Medicine","Medicine",1655
"http://dbpedia.org/resource/Nicolaas_Hartsoeker","http://dbpedia.org/resource/Biology","Biology",1656
"http://dbpedia.org/resource/Nicolaas_Hartsoeker","http://dbpedia.org/resource/Mathematics","Mathematics",1656
"http://dbpedia.org/resource/Nicolaas_Hartsoeker","http://dbpedia.org/resource/Physics","Physics",1656
"http://dbpedia.org/resource/Sébastien_Truchet","http://dbpedia.org/resource/Mathematics","Mathematics",1657
"http://dbpedia.org/resource/Sébastien_Truchet","http://dbpedia.org/resource/Typography","Typography",1657
"http://dbpedia.org/resource/Sébastien_Truchet","http://dbpedia.org/resource/Graphics","Graphics",1657
"http://dbpedia.org/resource/Sébastien_Truchet","http://dbpedia.org/resource/Hydraulics","Hydraulics",1657
"http://dbpedia.org/resource/Thomas_Fantet_de_Lagny","http://dbpedia.org/resource/Mathematics","Mathematics",1660
"http://dbpedia.org/resource/Guillaume_de_l'Hôpital","http://dbpedia.org/resource/Mathematician","Mathematician",1661
"http://dbpedia.org/resource/John_Craig_(mathematician)","http://dbpedia.org/resource/Mathematician","Mathematician",1663
"http://dbpedia.org/resource/William_Whiston","http://dbpedia.org/resource/Mathematics","Mathematics",1667
"http://dbpedia.org/resource/Abraham_de_Moivre","http://dbpedia.org/resource/Mathematics","Mathematics",1667
"http://dbpedia.org/resource/Johann_Bernoulli","http://dbpedia.org/resource/Mathematics","Mathematics",1667
"http://dbpedia.org/resource/Maria_Margaretha_Kirch","http://dbpedia.org/resource/Mathematics","Mathematics",1670
"http://dbpedia.org/resource/Maria_Margaretha_Kirch","http://dbpedia.org/resource/Astronomy","Astronomy",1670
"http://dbpedia.org/resource/George_Cheyne_(physician)","http://dbpedia.org/resource/Physician","Physician",1672
"http://dbpedia.org/resource/Jacopo_Riccati","http://dbpedia.org/resource/Mathematician","Mathematician",1676
"http://dbpedia.org/resource/Pierre_Remond_de_Montmort","http://dbpedia.org/resource/Mathematics","Mathematics",1678
"http://dbpedia.org/resource/Roger_Cotes","http://dbpedia.org/resource/Mathematician","Mathematician",1682
"http://dbpedia.org/resource/Brook_Taylor","http://dbpedia.org/resource/Mathematics","Mathematics",1685
"http://dbpedia.org/resource/Sámuel_Mikoviny","http://dbpedia.org/resource/Cartographer","Cartographer",1686
"http://dbpedia.org/resource/Sámuel_Mikoviny","http://dbpedia.org/resource/Engineer","Engineer",1686
"http://dbpedia.org/resource/Sámuel_Mikoviny","http://dbpedia.org/resource/Mathematician","Mathematician",1686
"http://dbpedia.org/resource/Christian_Goldbach","http://dbpedia.org/resource/Mathematics","Mathematics",1690
"http://dbpedia.org/resource/Christian_Goldbach","http://dbpedia.org/resource/Law","Law",1690
"http://dbpedia.org/resource/Carlo_Lodoli","http://dbpedia.org/resource/Architect","Architect",1690
"http://dbpedia.org/resource/Carlo_Lodoli","http://dbpedia.org/resource/Architectural_theory","Architectural theory",1690
"http://dbpedia.org/resource/Carlo_Lodoli","http://dbpedia.org/resource/Franciscan_priest","Franciscan priest",1690
"http://dbpedia.org/resource/Carlo_Lodoli","http://dbpedia.org/resource/Mathematician","Mathematician",1690
"http://dbpedia.org/resource/Carlo_Lodoli","http://dbpedia.org/resource/Teacher","Teacher",1690
"http://dbpedia.org/resource/Christian_August_Hausen","http://dbpedia.org/resource/Mathematics","Mathematics",1693
"http://dbpedia.org/resource/Christian_August_Hausen","http://dbpedia.org/resource/Physics","Physics",1693
"http://dbpedia.org/resource/Balanos_Vasilopoulos","http://dbpedia.org/resource/Mathematician","Mathematician",1694
"http://dbpedia.org/resource/Pierre_Louis_Maupertuis","http://dbpedia.org/resource/Biology","Biology",1698
"http://dbpedia.org/resource/Pierre_Louis_Maupertuis","http://dbpedia.org/resource/Mathematics","Mathematics",1698
"http://dbpedia.org/resource/Pierre_Louis_Maupertuis","http://dbpedia.org/resource/Geography","Geography",1698
"http://dbpedia.org/resource/Pierre_Louis_Maupertuis","http://dbpedia.org/resource/Physics","Physics",1698
"http://dbpedia.org/resource/Pierre_Louis_Maupertuis","http://dbpedia.org/resource/Astronomy","Astronomy",1698
"http://dbpedia.org/resource/Pierre_Louis_Maupertuis","http://dbpedia.org/resource/Metaphysic","Metaphysic",1698
"http://dbpedia.org/resource/Pierre_Louis_Maupertuis","http://dbpedia.org/resource/Moral_philosophy","Moral philosophy",1698
"http://dbpedia.org/resource/Muhammad_Ibn_Muhammad_Al-Fulani_Al-Kishwani","http://dbpedia.org/resource/Mysticism","Mysticism",1699
"http://dbpedia.org/resource/Muhammad_Ibn_Muhammad_Al-Fulani_Al-Kishwani","http://dbpedia.org/resource/Mathematician","Mathematician",1699
"http://dbpedia.org/resource/Muhammad_Ibn_Muhammad_Al-Fulani_Al-Kishwani","http://dbpedia.org/resource/Astronomer","Astronomer",1699
"http://dbpedia.org/resource/Muhammad_Ibn_Muhammad_Al-Fulani_Al-Kishwani","http://dbpedia.org/resource/Astrologer","Astrologer",1699
"http://dbpedia.org/resource/Charles_Haros","http://dbpedia.org/resource/Mathematics","Mathematics",1700
"http://dbpedia.org/resource/Daniel_Bernoulli","http://dbpedia.org/resource/Mathematics","Mathematics",1700
"http://dbpedia.org/resource/Daniel_Bernoulli","http://dbpedia.org/resource/Physics","Physics",1700
"http://dbpedia.org/resource/Daniel_Bernoulli","http://dbpedia.org/resource/Medicine","Medicine",1700
"http://dbpedia.org/resource/William_Emerson_(mathematician)","http://dbpedia.org/resource/Mathematics","Mathematics",1701
"http://dbpedia.org/resource/Pedro_Vicente_Maldonado","http://dbpedia.org/resource/Riobamba","Riobamba",1704
"http://dbpedia.org/resource/Gabriel_Cramer","http://dbpedia.org/resource/Mathematics","Mathematics",1704
"http://dbpedia.org/resource/Gabriel_Cramer","http://dbpedia.org/resource/Physics","Physics",1704
"http://dbpedia.org/resource/Émilie_du_Châtelet","http://dbpedia.org/resource/Mathematics","Mathematics",1706
